Timestamp,PM2.5_Fidas200,LCS3*,PM2.5_BAM1020,LCS4*
2020-04-17T05:00:00Z,7.386666667,8.943771258,0,3.174588426
2020-04-17T06:00:00Z,5.946666667,5.841178172,5,3.108770727
2020-04-17T07:00:00Z,8.788333333,9.336291511,6,3.127741861
2020-04-17T08:00:00Z,12.25833333,14.02459429,4,3.390967943
2020-04-17T09:00:00Z,18.03,23.3239581,5,3.952775402
2020-04-17T10:00:00Z,21.625,27.92750535,7,3.389671263
2020-04-17T11:00:00Z,24.04666667,29.8555432,10,1.725996254
2020-04-17T12:00:00Z,16.43833333,18.12652109,8,1.788271208
2020-04-17T13:00:00Z,18.255,21.51674196,4,1.938871352
2020-04-17T14:00:00Z,10.57166667,7.53719026,1,1.870575269
2020-04-17T15:00:00Z,9.314035088,6.353618472,0,1.931159878
