Timestamp,PM2.5_Fidas200,LCS3,PM2.5_BAM1020,LCS4
4/12/2020 21:00,6.711666667,2.855666667,6,2.833333333
4/12/2020 22:00,5.353333333,2.560333333,6,4.031428571
4/12/2020 23:00,2.911666667,1.135333333,5,6.122413793
4/13/2020 0:00,7.055,2.523666667,8,5.6
4/13/2020 1:00,7.911666667,2.685333333,9,5.817777778
4/13/2020 2:00,8.053333333,2.768666667,7,4.224482759
4/13/2020 3:00,7.835,2.609,6,4.323214286
4/13/2020 4:00,7.665,3.039666667,4,3.75137931
4/13/2020 5:00,7.598333333,3.017096774,4,4.279655172
4/13/2020 6:00,7.186666667,2.685333333,6,5.726071429
4/13/2020 7:00,7.265,2.993,7,5.62
4/13/2020 8:00,8.571666667,3.569666667,8,4.545714286
4/13/2020 9:00,8.295,3.889333333,5,4.834482759
4/13/2020 10:00,8.211666667,3.704,5,5.374482759
4/13/2020 11:00,7.65,3.962333333,8,5.002142857
4/13/2020 12:00,7.853333333,4.239666667,7,5.145517241
4/13/2020 13:00,7.955,5.109,5,5.126428571
4/13/2020 14:00,8.228333333,5.191666667,2,4.47862069
4/13/2020 15:00,7.883333333,5.239666667,4,4.36037037
4/13/2020 16:00,9.043333333,6.657,9,4.459655172
4/13/2020 17:00,8.378333333,5.519666667,7,6.884482759
4/13/2020 18:00,8.49,5.567333333,5,6.216071429
4/13/2020 19:00,8.245,5.856,2,6.287333333
4/13/2020 20:00,8.843333333,7.295666667,2,5.310740741
4/13/2020 21:00,9.536666667,8.530666667,6,5.635
4/13/2020 22:00,9.101666667,8.142,7,5.404137931
4/13/2020 23:00,8.351666667,7.149,5,5.679285714
4/14/2020 0:00,7.25,6.281666667,8,6.896785714
4/14/2020 1:00,7.666666667,7.049666667,7,6.088275862
4/14/2020 2:00,7.626666667,7.794,6,7.570357143
4/14/2020 3:00,7.851666667,8.068,4,12.39107143
4/14/2020 4:00,8.18,8.838,6,13.68689655
4/14/2020 5:00,8.608333333,9.573333333,7,16.01357143
4/14/2020 6:00,10.055,9.877,7,16.39103448
4/14/2020 7:00,10.87833333,10.914,8,11.23857143
4/14/2020 8:00,10.15,9.313333333,5,7.106428571
4/14/2020 9:00,10.33333333,10.21133333,1,6.626551724
4/14/2020 10:00,11.05333333,11.00733333,1,7.294285714
4/14/2020 11:00,11.51,12.20466667,3,9.713928571
4/14/2020 12:00,12.385,13.79366667,4,11.80724138
4/14/2020 13:00,13.68166667,15.90633333,7,12.15
4/14/2020 14:00,14.635,18.54633333,7,14.14275862
4/14/2020 15:00,15.53166667,19.336,12,16.35148148
4/14/2020 16:00,15.385,19.36866667,12,14.87269231
